"No.","Time","Source","Destination","Protocol","Length","Time delta from previous displayed frame","Signal strength (dBm)","The RTT to ACK the segment was","Info"
"1074","4.843669","10.1.0.11","10.1.0.2","TCP","2224","0.001904000","","","49154  >  7002 [ACK] Seq=5001 Ack=1 Win=131072 Len=1000 TSval=4855 TSecr=950"
"1101","4.847229","10.1.0.11","10.1.0.2","TCP","5452","0.003560000","","","49154  >  7002 [ACK] Seq=10001 Ack=1 Win=131072 Len=1000 TSval=4859 TSecr=950"
"1121","4.849646","10.1.0.11","10.1.0.2","TCP","3300","0.002417000","","","49154  >  7002 [ACK] Seq=13001 Ack=1 Win=131072 Len=1000 TSval=4861 TSecr=950"
"1199","4.861234","10.1.0.11","10.1.0.2","TCP","1134","0.011588000","","","49154  >  7002 [ACK] Seq=14001 Ack=1 Win=131072 Len=1000 TSval=4862 TSecr=950"
"1231","4.865314","10.1.0.2","10.1.0.11","TCP","6528","0.004080000","-43 dBm","","49153  >  7003 [ACK] Seq=5001 Ack=1 Win=131072 Len=1000 TSval=4856 TSecr=951"
"1232","4.865314","10.1.0.2","10.1.0.11","TCP","1136","0.000000000","-43 dBm","","49153  >  7003 [ACK] Seq=6001 Ack=1 Win=131072 Len=1000 TSval=4857 TSecr=951"
"1233","4.865314","10.1.0.2","10.1.0.11","TCP","6528","0.000000000","-43 dBm","","49153  >  7003 [ACK] Seq=12001 Ack=1 Win=131072 Len=1000 TSval=4862 TSecr=951"
"1234","4.865314","10.1.0.2","10.1.0.11","TCP","2224","0.000000000","-43 dBm","","49153  >  7003 [ACK] Seq=14001 Ack=1 Win=131072 Len=1000 TSval=4863 TSecr=951"
"1336","4.876009","10.1.0.2","10.1.0.11","TCP","604","0.010695000","-43 dBm","0.036988000,0.034244000,0.032340000,0.028780000,0.028780000,0.028780000,0.026363000","7002  >  49154 [ACK] Seq=1 Ack=13001 Win=131072 Len=0 TSval=4862 TSecr=4860"
"1337","4.876009","10.1.0.2","10.1.0.11","TCP","134","0.000000000","-43 dBm","0.014775000","7002  >  49154 [ACK] Seq=1 Ack=15001 Win=131072 Len=0 TSval=4873 TSecr=4861"
"1344","4.876464","10.1.0.11","10.1.0.2","TCP","6376","0.000455000","","","49154  >  7002 [ACK] Seq=19501 Ack=1 Win=131072 Len=1500 TSval=4888 TSecr=4854"
"1345","4.876464","10.1.0.11","10.1.0.2","TCP","6376","0.000000000","","","49154  >  7002 [ACK] Seq=25501 Ack=1 Win=131072 Len=1500 TSval=4888 TSecr=4859"
"1346","4.876464","10.1.0.11","10.1.0.2","TCP","6376","0.000000000","","","49154  >  7002 [ACK] Seq=31501 Ack=1 Win=131072 Len=1500 TSval=4888 TSecr=4859"
"1347","4.876464","10.1.0.11","10.1.0.2","TCP","6376","0.000000000","","","49154  >  7002 [ACK] Seq=37501 Ack=1 Win=131072 Len=1500 TSval=4888 TSecr=4862"
"1348","4.876464","10.1.0.11","10.1.0.2","TCP","6376","0.000000000","","","49154  >  7002 [ACK] Seq=43501 Ack=1 Win=131072 Len=1500 TSval=4888 TSecr=4873"
"1355","4.878160","10.1.0.2","10.1.0.11","TCP","832","0.001696000","-43 dBm","0.001696000,0.001696000,0.001696000,0.001696000,0.001696000,0.001696000,0.001696000,0.001696000,0.001696000,0.001696000","7002  >  49154 [ACK] Seq=1 Ack=45001 Win=131072 Len=0 TSval=4889 TSecr=4888"
"1361","4.878555","10.1.0.11","10.1.0.2","TCP","5376","0.000395000","","","49154  >  7002 [ACK] Seq=49001 Ack=1 Win=131072 Len=1000 TSval=4890 TSecr=4889"
"1369","4.879467","10.1.0.11","10.1.0.2","TCP","1134","0.000912000","","","49154  >  7002 [ACK] Seq=50001 Ack=1 Win=131072 Len=1000 TSval=4891 TSecr=4889"
"1375","4.879923","10.1.0.11","10.1.0.2","TCP","1134","0.000456000","","","49154  >  7002 [ACK] Seq=51001 Ack=1 Win=131072 Len=1000 TSval=4892 TSecr=4889"
"1384","4.880626","10.1.0.11","10.1.0.2","TCP","1134","0.000703000","","","49154  >  7002 [ACK] Seq=52001 Ack=1 Win=131072 Len=1000 TSval=4892 TSecr=4889"
"1406","4.882304","10.1.0.2","10.1.0.11","TCP","300","0.001678000","-43 dBm","0.003749000,0.003749000,0.002381000","7002  >  49154 [ACK] Seq=1 Ack=52001 Win=131072 Len=0 TSval=4892 TSecr=4891"
"1409","4.882450","10.1.0.11","10.1.0.2","TCP","1136","0.000146000","","","[TCP Retransmission] 49154  >  7002 [ACK] Seq=52001 Ack=1 Win=131072 Len=1000 TSval=4892 TSecr=4889"
"1410","4.882450","10.1.0.11","10.1.0.2","TCP","2224","0.000000000","","","49154  >  7002 [ACK] Seq=54001 Ack=1 Win=131072 Len=1000 TSval=4894 TSecr=4889"
"1436","4.886762","10.1.0.11","10.1.0.2","TCP","5452","0.004312000","","","49154  >  7002 [ACK] Seq=59001 Ack=1 Win=131072 Len=1000 TSval=4898 TSecr=4892"
"1446","4.888165","10.1.0.11","10.1.0.2","TCP","2224","0.001403000","","","49154  >  7002 [ACK] Seq=61001 Ack=1 Win=131072 Len=1000 TSval=4900 TSecr=4892"
"1454","4.888805","10.1.0.11","10.1.0.2","TCP","1134","0.000640000","","","49154  >  7002 [ACK] Seq=62001 Ack=1 Win=131072 Len=1000 TSval=4900 TSecr=4892"
"1466","4.889739","10.1.0.11","10.1.0.2","TCP","1134","0.000934000","","","49154  >  7002 [ACK] Seq=63001 Ack=1 Win=131072 Len=1000 TSval=4901 TSecr=4892"
"1473","4.890396","10.1.0.11","10.1.0.2","TCP","1136","0.000657000","","","[TCP Retransmission] 49154  >  7002 [ACK] Seq=63001 Ack=1 Win=131072 Len=1000 TSval=4901 TSecr=4892"
"1474","4.890396","10.1.0.11","10.1.0.2","TCP","1134","0.000000000","","","49154  >  7002 [ACK] Seq=64001 Ack=1 Win=131072 Len=1000 TSval=4902 TSecr=4892"
"1476","4.890584","10.1.0.11","10.1.0.2","TCP","1134","0.000188000","","","[TCP Out-Of-Order] 49154  >  7002 [ACK] Seq=63001 Ack=1 Win=131072 Len=1000 TSval=4901 TSecr=4892"
"1494","4.892912","10.1.0.11","10.1.0.2","TCP","3300","0.002328000","","","49154  >  7002 [ACK] Seq=67001 Ack=1 Win=131072 Len=1000 TSval=4904 TSecr=4892"
"1506","4.894240","10.1.0.11","10.1.0.2","TCP","2224","0.001328000","","","49154  >  7002 [ACK] Seq=69001 Ack=1 Win=131072 Len=1000 TSval=4906 TSecr=4892"
"1520","4.895400","10.1.0.11","10.1.0.2","TCP","1134","0.001160000","","","49154  >  7002 [ACK] Seq=70001 Ack=1 Win=131072 Len=1000 TSval=4907 TSecr=4892"
"1533","4.896439","10.1.0.11","10.1.0.2","TCP","1134","0.001039000","","","49154  >  7002 [ACK] Seq=71001 Ack=1 Win=131072 Len=1000 TSval=4908 TSecr=4892"
"1543","4.897232","10.1.0.11","10.1.0.2","TCP","1134","0.000793000","","","49154  >  7002 [ACK] Seq=72001 Ack=1 Win=131072 Len=1000 TSval=4908 TSecr=4892"
"1553","4.898024","10.1.0.11","10.1.0.2","TCP","1134","0.000792000","","","49154  >  7002 [ACK] Seq=73001 Ack=1 Win=131072 Len=1000 TSval=4909 TSecr=4892"
"1563","4.898816","10.1.0.11","10.1.0.2","TCP","1134","0.000792000","","","49154  >  7002 [ACK] Seq=74001 Ack=1 Win=131072 Len=1000 TSval=4910 TSecr=4892"
"1573","4.899576","10.1.0.11","10.1.0.2","TCP","1134","0.000760000","","","49154  >  7002 [ACK] Seq=75001 Ack=1 Win=131072 Len=1000 TSval=4911 TSecr=4892"
"1585","4.900552","10.1.0.11","10.1.0.2","TCP","1134","0.000976000","","","49154  >  7002 [ACK] Seq=76001 Ack=1 Win=131072 Len=1000 TSval=4912 TSecr=4892"
"1593","4.901264","10.1.0.11","10.1.0.2","TCP","1134","0.000712000","","","49154  >  7002 [ACK] Seq=77001 Ack=1 Win=131072 Len=1000 TSval=4912 TSecr=4892"
"1603","4.902056","10.1.0.11","10.1.0.2","TCP","1134","0.000792000","","","49154  >  7002 [ACK] Seq=78001 Ack=1 Win=131072 Len=1000 TSval=4913 TSecr=4892"
"1613","4.902848","10.1.0.11","10.1.0.2","TCP","1134","0.000792000","","","49154  >  7002 [ACK] Seq=79001 Ack=1 Win=131072 Len=1000 TSval=4914 TSecr=4892"
"1623","4.903640","10.1.0.11","10.1.0.2","TCP","1134","0.000792000","","","49154  >  7002 [ACK] Seq=80001 Ack=1 Win=131072 Len=1000 TSval=4915 TSecr=4892"
"1633","4.904433","10.1.0.11","10.1.0.2","TCP","1134","0.000793000","","","49154  >  7002 [ACK] Seq=81001 Ack=1 Win=131072 Len=1000 TSval=4916 TSecr=4892"
"1643","4.905225","10.1.0.11","10.1.0.2","TCP","1134","0.000792000","","","49154  >  7002 [ACK] Seq=82001 Ack=1 Win=131072 Len=1000 TSval=4916 TSecr=4892"
"1653","4.906017","10.1.0.11","10.1.0.2","TCP","1134","0.000792000","","","49154  >  7002 [ACK] Seq=83001 Ack=1 Win=131072 Len=1000 TSval=4917 TSecr=4892"
"1664","4.906890","10.1.0.11","10.1.0.2","TCP","1134","0.000873000","","","49154  >  7002 [ACK] Seq=84001 Ack=1 Win=131072 Len=1000 TSval=4918 TSecr=4892"
"1676","4.907962","10.1.0.11","10.1.0.2","TCP","2224","0.001072000","","","49154  >  7002 [ACK] Seq=86001 Ack=1 Win=131072 Len=1000 TSval=4920 TSecr=4892"
"1688","4.908906","10.1.0.11","10.1.0.2","TCP","1134","0.000944000","","","49154  >  7002 [ACK] Seq=87001 Ack=1 Win=131072 Len=1000 TSval=4920 TSecr=4892"
"1700","4.909818","10.1.0.11","10.1.0.2","TCP","1134","0.000912000","","","49154  >  7002 [ACK] Seq=88001 Ack=1 Win=131072 Len=1000 TSval=4921 TSecr=4892"
"1712","4.910730","10.1.0.11","10.1.0.2","TCP","1134","0.000912000","","","49154  >  7002 [ACK] Seq=89001 Ack=1 Win=131072 Len=1000 TSval=4922 TSecr=4892"
"1724","4.911675","10.1.0.11","10.1.0.2","TCP","1134","0.000945000","","","49154  >  7002 [ACK] Seq=90001 Ack=1 Win=131072 Len=1000 TSval=4923 TSecr=4892"
"1736","4.912796","10.1.0.11","10.1.0.2","TCP","2224","0.001121000","","","49154  >  7002 [ACK] Seq=92001 Ack=1 Win=131072 Len=1000 TSval=4924 TSecr=4892"
"1748","4.913804","10.1.0.11","10.1.0.2","TCP","1134","0.001008000","","","49154  >  7002 [ACK] Seq=93001 Ack=1 Win=131072 Len=1000 TSval=4925 TSecr=4892"
"1760","4.914716","10.1.0.11","10.1.0.2","TCP","1134","0.000912000","","","49154  >  7002 [ACK] Seq=94001 Ack=1 Win=131072 Len=1000 TSval=4926 TSecr=4892"
"1772","4.915660","10.1.0.11","10.1.0.2","TCP","1134","0.000944000","","","49154  >  7002 [ACK] Seq=95001 Ack=1 Win=131072 Len=1000 TSval=4927 TSecr=4892"
"1782","4.916452","10.1.0.11","10.1.0.2","TCP","1134","0.000792000","","","49154  >  7002 [ACK] Seq=96001 Ack=1 Win=131072 Len=1000 TSval=4928 TSecr=4892"
"1792","4.917244","10.1.0.11","10.1.0.2","TCP","1134","0.000792000","","","49154  >  7002 [ACK] Seq=97001 Ack=1 Win=131072 Len=1000 TSval=4928 TSecr=4892"
"1804","4.918523","10.1.0.11","10.1.0.2","TCP","2224","0.001279000","","","49154  >  7002 [ACK] Seq=99001 Ack=1 Win=131072 Len=1000 TSval=4930 TSecr=4892"
"1816","4.919563","10.1.0.11","10.1.0.2","TCP","1134","0.001040000","","","49154  >  7002 [ACK] Seq=100001 Ack=1 Win=131072 Len=1000 TSval=4931 TSecr=4892"
"1826","4.920324","10.1.0.11","10.1.0.2","TCP","1134","0.000761000","","","49154  >  7002 [ACK] Seq=101001 Ack=1 Win=131072 Len=1000 TSval=4932 TSecr=4892"
"1838","4.921268","10.1.0.11","10.1.0.2","TCP","1134","0.000944000","","","49154  >  7002 [ACK] Seq=102001 Ack=1 Win=131072 Len=1000 TSval=4932 TSecr=4892"
"1846","4.921908","10.1.0.11","10.1.0.2","TCP","1134","0.000640000","","","49154  >  7002 [ACK] Seq=103001 Ack=1 Win=131072 Len=1000 TSval=4933 TSecr=4892"
"1852","4.922364","10.1.0.11","10.1.0.2","TCP","1134","0.000456000","","","49154  >  7002 [ACK] Seq=104001 Ack=1 Win=131072 Len=1000 TSval=4934 TSecr=4892"
"1861","4.923067","10.1.0.11","10.1.0.2","TCP","1134","0.000703000","","","49154  >  7002 [ACK] Seq=105001 Ack=1 Win=131072 Len=1000 TSval=4935 TSecr=4892"
"1882","4.924626","10.1.0.11","10.1.0.2","TCP","680","0.001559000","","0.059312000,0.059312000,0.059312000,0.059312000,0.059312000,0.059312000,0.059312000,0.059312000","7003  >  49153 [ACK] Seq=1 Ack=15001 Win=131072 Len=0 TSval=4877 TSecr=4862"
"1887","4.924984","10.1.0.11","10.1.0.2","TCP","1136","0.000358000","","","[TCP Retransmission] 49154  >  7002 [ACK] Seq=105001 Ack=1 Win=131072 Len=1000 TSval=4935 TSecr=4892"
"1888","4.924984","10.1.0.11","10.1.0.2","TCP","2224","0.000000000","","","49154  >  7002 [ACK] Seq=107001 Ack=1 Win=131072 Len=1000 TSval=4936 TSecr=4892"
"1915","4.931631","10.1.0.11","10.1.0.2","TCP","1136","0.006647000","","","[TCP Retransmission] 49154  >  7002 [ACK] Seq=105001 Ack=1 Win=131072 Len=1000 TSval=4935 TSecr=4892"
"1916","4.931631","10.1.0.11","10.1.0.2","TCP","2224","0.000000000","","","[TCP Retransmission] [TCP Retransmission] 49154  >  7002 [ACK] Seq=107001 Ack=1 Win=131072 Len=1000 TSval=4936 TSecr=4892"
"1917","4.931631","10.1.0.11","10.1.0.2","TCP","6528","0.000000000","","","49154  >  7002 [ACK] Seq=113001 Ack=1 Win=131072 Len=1000 TSval=4941 TSecr=4892"
"1918","4.931631","10.1.0.11","10.1.0.2","TCP","2224","0.000000000","","","49154  >  7002 [ACK] Seq=115001 Ack=1 Win=131072 Len=1000 TSval=4943 TSecr=4892"
"1926","4.933220","10.1.0.11","10.1.0.2","TCP","2224","0.001589000","","","49154  >  7002 [ACK] Seq=117001 Ack=1 Win=131072 Len=1000 TSval=4944 TSecr=4892"
"1955","4.938623","10.1.0.2","10.1.0.11","TCP","6376","0.005403000","-43 dBm","","49153  >  7003 [ACK] Seq=19501 Ack=1 Win=131072 Len=1500 TSval=4936 TSecr=4877"
"1956","4.938623","10.1.0.2","10.1.0.11","TCP","6376","0.000000000","-43 dBm","","49153  >  7003 [ACK] Seq=25501 Ack=1 Win=131072 Len=1500 TSval=4936 TSecr=4877"
"1957","4.938623","10.1.0.2","10.1.0.11","TCP","6376","0.000000000","-43 dBm","","49153  >  7003 [ACK] Seq=31501 Ack=1 Win=131072 Len=1500 TSval=4936 TSecr=4877"
"1958","4.938623","10.1.0.2","10.1.0.11","TCP","6376","0.000000000","-43 dBm","","49153  >  7003 [ACK] Seq=37501 Ack=1 Win=131072 Len=1500 TSval=4936 TSecr=4877"
"1959","4.938623","10.1.0.2","10.1.0.11","TCP","6376","0.000000000","-43 dBm","","49153  >  7003 [ACK] Seq=43501 Ack=1 Win=131072 Len=1500 TSval=4936 TSecr=4877"
"2146","4.964633","10.1.0.2","10.1.0.11","TCP","452","0.026010000","-43 dBm","0.082183000,0.077871000,0.077871000,0.077871000,0.076468000","7002  >  49154 [ACK] Seq=1 Ack=62001 Win=131072 Len=0 TSval=4900 TSecr=4899"
"2147","4.964633","10.1.0.2","10.1.0.11","TCP","2200","0.000000000","-43 dBm","0.074894000,0.071721000,0.071721000,0.070393000,0.068194000,0.066609000,0.065057000,0.063369000,0.061785000,0.060200000,0.058616000,0.056671000,0.055727000,0.053903000,0.051837000,0.050829000,0.048973000,0.047389000,0.046110000,0.044309000,0.042725000,0.041566000,0.039649000,0.033002000,0.033002000,0.033002000,0.033002000,0.031413000","7002  >  49154 [ACK] Seq=1 Ack=118001 Win=131072 Len=0 TSval=4945 TSecr=4944"
"2157","4.965350","10.1.0.11","10.1.0.2","TCP","6376","0.000717000","","","49154  >  7002 [ACK] Seq=122501 Ack=1 Win=131072 Len=1500 TSval=4976 TSecr=4899"
"2158","4.965350","10.1.0.11","10.1.0.2","TCP","6376","0.000000000","","","49154  >  7002 [ACK] Seq=128501 Ack=1 Win=131072 Len=1500 TSval=4976 TSecr=4899"
"2159","4.965350","10.1.0.11","10.1.0.2","TCP","6376","0.000000000","","","49154  >  7002 [ACK] Seq=134501 Ack=1 Win=131072 Len=1500 TSval=4976 TSecr=4900"
"2160","4.965350","10.1.0.11","10.1.0.2","TCP","6376","0.000000000","","","49154  >  7002 [ACK] Seq=140501 Ack=1 Win=131072 Len=1500 TSval=4976 TSecr=4902"
"2161","4.965350","10.1.0.11","10.1.0.2","TCP","6376","0.000000000","","","49154  >  7002 [ACK] Seq=146501 Ack=1 Win=131072 Len=1500 TSval=4976 TSecr=4905"
"2162","4.965350","10.1.0.11","10.1.0.2","TCP","6376","0.000000000","","","49154  >  7002 [ACK] Seq=152501 Ack=1 Win=131072 Len=1500 TSval=4976 TSecr=4906"
"2163","4.965350","10.1.0.11","10.1.0.2","TCP","4300","0.000000000","","","49154  >  7002 [ACK] Seq=157001 Ack=1 Win=131072 Len=1000 TSval=4976 TSecr=4908"
"2184","4.969806","10.1.0.11","10.1.0.2","TCP","6528","0.004456000","","","49154  >  7002 [ACK] Seq=163001 Ack=1 Win=131072 Len=1000 TSval=4981 TSecr=4945"
"2189","4.970578","10.1.0.2","10.1.0.11","TCP","1288","0.000772000","-43 dBm","0.005228000,0.005228000,0.005228000,0.005228000,0.005228000,0.005228000,0.005228000,0.005228000,0.005228000,0.005228000,0.005228000,0.005228000,0.005228000,0.000772000,0.000772000,0.000772000","7002  >  49154 [ACK] Seq=1 Ack=163001 Win=131072 Len=0 TSval=4982 TSecr=4980"
"2199","4.971509","10.1.0.11","10.1.0.2","TCP","2224","0.000931000","","","49154  >  7002 [ACK] Seq=165001 Ack=1 Win=131072 Len=1000 TSval=4983 TSecr=4982"
"2203","4.971877","10.1.0.11","10.1.0.2","TCP","1134","0.000368000","","","49154  >  7002 [ACK] Seq=166001 Ack=1 Win=131072 Len=1000 TSval=4984 TSecr=4982"
"2224","4.974528","10.1.0.11","10.1.0.2","TCP","3300","0.002651000","","","49154  >  7002 [ACK] Seq=169001 Ack=1 Win=131072 Len=1000 TSval=4986 TSecr=4982"
"2230","4.975176","10.1.0.11","10.1.0.2","TCP","1134","0.000648000","","","49154  >  7002 [ACK] Seq=170001 Ack=1 Win=131072 Len=1000 TSval=4987 TSecr=4982"
"2249","4.976621","10.1.0.11","10.1.0.2","TCP","2224","0.001445000","","","49154  >  7002 [ACK] Seq=172001 Ack=1 Win=131072 Len=1000 TSval=4988 TSecr=4982"
"2270","4.979829","10.1.0.11","10.1.0.2","TCP","4376","0.003208000","","","49154  >  7002 [ACK] Seq=176001 Ack=1 Win=131072 Len=1000 TSval=4992 TSecr=4982"
"2278","4.980725","10.1.0.11","10.1.0.2","TCP","1134","0.000896000","","","49154  >  7002 [ACK] Seq=177001 Ack=1 Win=131072 Len=1000 TSval=4992 TSecr=4982"
"2290","4.981659","10.1.0.11","10.1.0.2","TCP","1134","0.000934000","","","49154  >  7002 [ACK] Seq=178001 Ack=1 Win=131072 Len=1000 TSval=4993 TSecr=4982"
"2298","4.982268","10.1.0.11","10.1.0.2","TCP","1134","0.000609000","","","49154  >  7002 [ACK] Seq=179001 Ack=1 Win=131072 Len=1000 TSval=4994 TSecr=4982"
"2307","4.983158","10.1.0.11","10.1.0.2","TCP","1134","0.000890000","","","49154  >  7002 [ACK] Seq=180001 Ack=1 Win=131072 Len=1000 TSval=4995 TSecr=4982"
"2317","4.984043","10.1.0.11","10.1.0.2","TCP","1134","0.000885000","","","49154  >  7002 [ACK] Seq=181001 Ack=1 Win=131072 Len=1000 TSval=4996 TSecr=4982"
"2321","4.984557","10.1.0.11","10.1.0.2","TCP","1134","0.000514000","","","[TCP Retransmission] 49154  >  7002 [ACK] Seq=181001 Ack=1 Win=131072 Len=1000 TSval=4996 TSecr=4982"
"2340","4.987321","10.1.0.11","10.1.0.2","TCP","4376","0.002764000","","","49154  >  7002 [ACK] Seq=185001 Ack=1 Win=131072 Len=1000 TSval=4999 TSecr=4982"
"2348","4.988281","10.1.0.11","10.1.0.2","TCP","1134","0.000960000","","","49154  >  7002 [ACK] Seq=186001 Ack=1 Win=131072 Len=1000 TSval=5000 TSecr=4982"
"2354","4.988737","10.1.0.11","10.1.0.2","TCP","1134","0.000456000","","","49154  >  7002 [ACK] Seq=187001 Ack=1 Win=131072 Len=1000 TSval=5000 TSecr=4982"
"2366","4.989703","10.1.0.11","10.1.0.2","TCP","1134","0.000966000","","","49154  >  7002 [ACK] Seq=188001 Ack=1 Win=131072 Len=1000 TSval=5001 TSecr=4982"
"2367","4.989892","10.1.0.11","10.1.0.2","TCP","1134","0.000189000","","","[TCP Retransmission] 49154  >  7002 [ACK] Seq=188001 Ack=1 Win=131072 Len=1000 TSval=5001 TSecr=4982"
"2381","4.991728","10.1.0.11","10.1.0.2","TCP","2224","0.001836000","","","49154  >  7002 [ACK] Seq=190001 Ack=1 Win=131072 Len=1000 TSval=5003 TSecr=4982"
"2389","4.992528","10.1.0.11","10.1.0.2","TCP","1134","0.000800000","","","49154  >  7002 [ACK] Seq=191001 Ack=1 Win=131072 Len=1000 TSval=5004 TSecr=4982"
"2395","4.992985","10.1.0.11","10.1.0.2","TCP","1134","0.000457000","","","49154  >  7002 [ACK] Seq=192001 Ack=1 Win=131072 Len=1000 TSval=5004 TSecr=4982"
"2405","4.993745","10.1.0.11","10.1.0.2","TCP","1134","0.000760000","","","49154  >  7002 [ACK] Seq=193001 Ack=1 Win=131072 Len=1000 TSval=5005 TSecr=4982"
"2415","4.994505","10.1.0.11","10.1.0.2","TCP","1134","0.000760000","","","49154  >  7002 [ACK] Seq=194001 Ack=1 Win=131072 Len=1000 TSval=5006 TSecr=4982"
"2426","4.995369","10.1.0.11","10.1.0.2","TCP","1134","0.000864000","","","49154  >  7002 [ACK] Seq=195001 Ack=1 Win=131072 Len=1000 TSval=5007 TSecr=4982"
"2434","4.996073","10.1.0.11","10.1.0.2","TCP","1136","0.000704000","","","[TCP Retransmission] 49154  >  7002 [ACK] Seq=195001 Ack=1 Win=131072 Len=1000 TSval=5007 TSecr=4982"
"2435","4.996073","10.1.0.11","10.1.0.2","TCP","1134","0.000000000","","","49154  >  7002 [ACK] Seq=196001 Ack=1 Win=131072 Len=1000 TSval=5008 TSecr=4982"
"2445","4.996997","10.1.0.11","10.1.0.2","TCP","1134","0.000924000","","","49154  >  7002 [ACK] Seq=197001 Ack=1 Win=131072 Len=1000 TSval=5008 TSecr=4982"
"2455","4.997757","10.1.0.11","10.1.0.2","TCP","1134","0.000760000","","","49154  >  7002 [ACK] Seq=198001 Ack=1 Win=131072 Len=1000 TSval=5009 TSecr=4982"
"2465","4.998517","10.1.0.11","10.1.0.2","TCP","1134","0.000760000","","","49154  >  7002 [ACK] Seq=199001 Ack=1 Win=131072 Len=1000 TSval=5010 TSecr=4982"
"2475","4.999277","10.1.0.11","10.1.0.2","TCP","1134","0.000760000","","","49154  >  7002 [ACK] Seq=200001 Ack=1 Win=131072 Len=1000 TSval=5011 TSecr=4982"
"2485","5.000038","10.1.0.11","10.1.0.2","TCP","1134","0.000761000","","","49154  >  7002 [ACK] Seq=201001 Ack=1 Win=131072 Len=1000 TSval=5012 TSecr=4982"
"2495","5.000798","10.1.0.11","10.1.0.2","TCP","1134","0.000760000","","","49154  >  7002 [ACK] Seq=202001 Ack=1 Win=131072 Len=1000 TSval=5012 TSecr=4982"
"2525","5.002985","10.1.0.11","10.1.0.2","TCP","2224","0.002187000","","","49154  >  7002 [ACK] Seq=204001 Ack=1 Win=131072 Len=1000 TSval=5014 TSecr=4982"
"2553","5.007689","10.1.0.11","10.1.0.2","TCP","6528","0.004704000","","","49154  >  7002 [ACK] Seq=210001 Ack=1 Win=131072 Len=1000 TSval=5019 TSecr=4982"
"2572","5.010294","10.1.0.11","10.1.0.2","TCP","4376","0.002605000","","","49154  >  7002 [ACK] Seq=214001 Ack=1 Win=131072 Len=1000 TSval=5022 TSecr=4982"
"2586","5.011679","10.1.0.11","10.1.0.2","TCP","1134","0.001385000","","","49154  >  7002 [ACK] Seq=215001 Ack=1 Win=131072 Len=1000 TSval=5023 TSecr=4982"
"2596","5.012439","10.1.0.11","10.1.0.2","TCP","1134","0.000760000","","","49154  >  7002 [ACK] Seq=216001 Ack=1 Win=131072 Len=1000 TSval=5024 TSecr=4982"
"2610","5.013663","10.1.0.11","10.1.0.2","TCP","2224","0.001224000","","","49154  >  7002 [ACK] Seq=218001 Ack=1 Win=131072 Len=1000 TSval=5025 TSecr=4982"
"2625","5.015174","10.1.0.11","10.1.0.2","TCP","2224","0.001511000","","","49154  >  7002 [ACK] Seq=220001 Ack=1 Win=131072 Len=1000 TSval=5027 TSecr=4982"
"2637","5.016182","10.1.0.11","10.1.0.2","TCP","1134","0.001008000","","","49154  >  7002 [ACK] Seq=221001 Ack=1 Win=131072 Len=1000 TSval=5028 TSecr=4982"
